case_name,runs,completed_runs,activation_mode,ttt_mode,ttt_param_mode,final_int6_roundtrip_bpb_mean,final_int6_roundtrip_bpb_std,final_int6_roundtrip_bpb_best,final_int6_sliding_window_bpb_mean,final_int6_sliding_window_bpb_std,final_int6_sliding_window_bpb_best,legal_ttt_bpb_mean,legal_ttt_bpb_std,legal_ttt_bpb_best,diagnostic_post_ema_bpb_mean,diagnostic_post_ema_bpb_std,diagnostic_post_ema_bpb_best
codex_asymmetric_square,3,3,asymmetric_square,stream,late_blocks:last_4,1.7980002199999998,0.03762812078977458,1.74598568,1.7923481633333331,0.03867267772709333,1.73891208,1.78793993,0.03783502049116129,1.73581438,1.7405666666666668,0.027977888094390252,1.7043
codex_gated_square,3,3,gated_square,stream,late_blocks:last_4,1.8212397099999997,0.02846481685192088,1.78337112,1.8146128833333333,0.028855609397210075,1.77603567,1.8075450166666667,0.02783754010400743,1.77118505,1.7620333333333331,0.022169398327925423,1.7347
codex_leaky_relu_sq,3,3,leaky_relu_sq,stream,late_blocks:last_4,1.7029329666666666,0.011866974815743404,1.69328378,1.6940975666666667,0.012640641049243574,1.68415278,1.6905000833333332,0.011677024243031972,1.68136663,1.6634,0.006303967004989727,1.6585
codex_sign_preserving_square,3,3,sign_preserving_square,stream,late_blocks:last_4,1.8510173333333333,0.012655557697244703,1.83837985,1.8447338033333331,0.01248142094919569,1.83254705,1.8355332166666667,0.0106848532985479,1.8245143,1.7747666666666666,0.004309163362984663,1.7687
leader_asymmetric_square,3,3,asymmetric_square,,,1.7983676400000002,0.008926700962830509,1.78652351,1.7925377533333335,0.007962156283429465,1.78215123,1.7306051633333333,0.007025180455178535,1.72111541,1.7387,0.0074381897439274106,1.7282
leader_gated_square,3,3,gated_square,,,1.8137196133333333,0.024188495729170322,1.78038474,1.8068400033333332,0.024582620399504963,1.77285309,1.7281509499999999,0.020933151897811943,1.69876564,1.7489,0.021712822632413947,1.7182
leader_leaky_relu_sq,3,3,leaky_relu_sq,,,1.79902333,0.010029835657640037,1.78500361,1.7936265999999998,0.009524532326579963,1.78033779,1.7235173899999998,0.006731933983648398,1.71475012,1.7398333333333333,0.005835713800003876,1.732
leader_sign_preserving_square,3,3,sign_preserving_square,,,1.7757695700000002,0.06855616085719111,1.67892353,1.7650270366666667,0.07179983731688644,1.6635456,1.6914605166666667,0.047086457939123263,1.62499702,1.7197333333333333,0.04806969477285621,1.6518
